"","ensembl_gene_id","hgnc_symbol","description","chromosome_name","band","occurences","median_log2FC","sd_log2FC","mean_log2FC","chr_band","Blood","Cerebellum","Cortex","Endothelia","ESCs","fetalliver","Fibroblasts","Forebrain","Heart","Hippocampus","iPSCs","Liver","Muscle","NPCs","Placenta","Thymus","wholebrain","wholeembryo","entropy","pseudotscore","interactor_level","tad"
"ENSG00000115919","ENSG00000115919","KYNU","kynureninase ","2","q22.2",4,1.77478430075566,0.56655198764121,1.92277468697682,"2q22.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6.78763724749118,"2",494
"ENSG00000116120","ENSG00000116120","FARSB","phenylalanyl-tRNA synthetase subunit beta ","2","q36.1",4,0.814409171166347,1.14980034143509,0.419178691272128,"2q36.1",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.729133008864728,"3",570
"ENSG00000117036","ENSG00000117036","ETV3","ETS variant 3 ","1","q23.1",4,0.135339047517691,1.00609501732647,0.153148064809298,"1q23.1",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.304440559135785,"2",215
"ENSG00000117143","ENSG00000117143","UAP1","UDP-N-acetylglucosamine pyrophosphorylase 1 ","1","q23.3",4,0.129865157315014,1.07645898098668,0.210269286283582,"1q23.3",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.390668460196876,"3",226
"ENSG00000118454","ENSG00000118454","ANKRD13C","ankyrin repeat domain 13C ","1","p31.1",4,0.766504786225732,0.868606235549879,0.441656315244296,"1p31.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1.01693102620821,"5+",124
"ENSG00000118523","ENSG00000118523","CTGF","connective tissue growth factor ","6","q23.2",4,-2.01214015318976,2.47611268008885,-1.29018164869178,"6q23.2",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.04210253359349,"1",1308
"ENSG00000119917","ENSG00000119917","IFIT3","interferon induced protein with tetratricopeptide repeats 3 ","10","q23.31",4,0.915596297221724,0.0128536163428843,0.915596297221724,"10q23.31",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,142.465166657724,"1",1909
"ENSG00000121413","ENSG00000121413","ZSCAN18","zinc finger and SCAN domain containing 18 ","19","q13.43",4,-1.07366214228156,1.4085332163056,-0.573808123609862,"19q13.43",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.814759803982313,"5+",2857
"ENSG00000121552","ENSG00000121552","CSTA","cystatin A ","3","q21.1",4,1.81623987450413,0.622847425261337,1.74913240213167,"3q21.1",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5.61656781802625,"2",722
"ENSG00000121742","ENSG00000121742","GJB6","gap junction protein beta 6 ","13","q12.11",4,1.64239903159137,0.241239915108342,1.66873487185008,"13q12.11",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.8346498016354,"5+",2253
"ENSG00000123191","ENSG00000123191","ATP7B","ATPase copper transporting beta ","13","q14.3",4,1.40609286051087,0.991540798837342,1.78588194315178,"13q14.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3.60223592462532,"2",2289
"ENSG00000124882","ENSG00000124882","EREG","epiregulin ","4","q13.3",4,0.769615724066947,1.82937120911251,0.451095005594003,"4q13.3",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.493169459918247,"2",876
"ENSG00000125835","ENSG00000125835","SNRPB","small nuclear ribonucleoprotein polypeptides B and B1 ","20","p13",4,-0.262976875121541,1.12897421857608,-0.350264250676818,"20p13",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.620499998872583,"2",2860
"ENSG00000126821","ENSG00000126821","SGPP1","sphingosine-1-phosphate phosphatase 1 ","14","q23.2",4,1.05129929920168,0.917813200545219,1.36335797999437,"14q23.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2.97088335444396,"2",2386
"ENSG00000128309","ENSG00000128309","MPST","mercaptopyruvate sulfurtransferase ","22","q12.3",4,0.920499189975638,1.10382207159144,0.473708626716142,"22q12.3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.858306132678018,"1",2978
"ENSG00000128626","ENSG00000128626","MRPS12","mitochondrial ribosomal protein S12 ","19","q13.2",4,1.46939015272484,1.81472923858748,1.5163587577543,"19q13.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.67116804591144,"1",2823
"ENSG00000128652","ENSG00000128652","HOXD3","homeobox D3 ","2","q31.1",4,0.771374148761218,0.14276909109198,0.795849449134405,"2q31.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.148763966308,"1",524
"ENSG00000128923","ENSG00000128923","MINDY2","MINDY lysine 48 deubiquitinase 2 ","15","q21.3",4,-0.0970282772496962,1.19676825017938,-0.310626718909716,"15q21.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,-0.519109224134511,"5+",2466
"ENSG00000129009","ENSG00000129009","ISLR","immunoglobulin superfamily containing leucine rich repeat ","15","q24.1",4,0.486500009916617,3.72016003599145,-0.743854142645868,"15q24.1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,-0.399904378010246,"1",2487
"ENSG00000129194","ENSG00000129194","SOX15","SRY-box 15 ","17","p13.1",4,-0.134657138386844,2.82718645652013,0.0195715542913505,"17p13.1",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0138452518730868,"5+",NA
"ENSG00000129351","ENSG00000129351","ILF3","interleukin enhancer binding factor 3 ","19","p13.2",4,0.838802766350966,0.36823393812457,0.984901221231587,"19p13.2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.34932345588637,"2",2791
"ENSG00000130303","ENSG00000130303","BST2","bone marrow stromal cell antigen 2 ","19","p13.11",4,3.08947723205352,1.15714738398373,2.7419087180317,"19p13.11",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,4.73908294826209,"1",2803
"ENSG00000130702","ENSG00000130702","LAMA5","laminin subunit alpha 5 ","20","q13.33",4,1.43221932554464,2.53261336538392,1.01020139587412,"20q13.33",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.797754137825915,"2",NA
"ENSG00000132000","ENSG00000132000","PODNL1","podocan like 1 ","19","p13.12",4,0.0614405567136916,1.07758465864305,0.0805586306870038,"19p13.12",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.14951703337805,"5+",2797
"ENSG00000132185","ENSG00000132185","FCRLA","Fc receptor like A ","1","q23.3",4,-0.395932717738704,1.46610937461034,-0.428772317165573,"1q23.3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.584911773420085,"5+",225
"ENSG00000132205","ENSG00000132205","EMILIN2","elastin microfibril interfacer 2 ","18","p11.32",4,0.0826850637963142,1.31177190181194,0.286666658225133,"18p11.32",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0.437067843623059,"5+",2698
"ENSG00000132256","ENSG00000132256","TRIM5","tripartite motif containing 5 ","11","p15.4",4,0.641334339711918,0.134810639439934,0.686667572789621,"11p15.4",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,10.1871421371838,"2",1960
"ENSG00000132386","ENSG00000132386","SERPINF1","serpin family F member 1 ","17","p13.3",4,1.38097805485592,3.00385185823529,0.699240274373523,"17p13.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46556242276496,"3",2620
"ENSG00000132792","ENSG00000132792","CTNNBL1","catenin beta like 1 ","20","q11.23",4,1.50807979821941,2.31074214273236,1.09593001950572,"20q11.23",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.948552414602029,"1",2893
"ENSG00000133742","ENSG00000133742","CA1","carbonic anhydrase 1 ","8","q21.2",4,1.98084165300776,0.92273985435174,1.93725822035653,"8q21.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.1989260813223,"2",1602
"ENSG00000134121","ENSG00000134121","CHL1","cell adhesion molecule L1 like ","3","p26.3",4,-0.464557039566158,1.31823992585454,-0.431500618389353,"3p26.3",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.654661734827421,"2",593
"ENSG00000134363","ENSG00000134363","FST","follistatin ","5","q11.2",4,-0.828690700886881,1.87216052748947,-1.21999837572755,"5q11.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,-1.3033053072255,"2",1044
"ENSG00000134369","ENSG00000134369","NAV1","neuron navigator 1 ","1","q32.1",4,0.222850862097723,1.35270219611453,0.239011226132725,"1q32.1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.353383363787322,"5+",290
"ENSG00000134602","ENSG00000134602","STK26","serine/threonine kinase 26 ","X","q26.2",4,0.0333602115018688,1.44785164012203,0.295329800340509,"Xq26.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.407955887407937,"2",3105
"ENSG00000134852","ENSG00000134852","CLOCK","clock circadian regulator ","4","q12",4,0.159635126242684,1.04726769541806,0.155917019253153,"4q12",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.297759627142728,"1",861
"ENSG00000134986","ENSG00000134986","NREP","neuronal regeneration related protein ","5","q22.1",4,-1.20327606583019,0.451279111161722,-1.27559432576989,"5q22.1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-5.65323895664547,"5+",1101
"ENSG00000135046","ENSG00000135046","ANXA1","annexin A1 ","9","q21.13",4,-0.521229452469933,3.29970154355806,0.0410779737759845,"9q21.13",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0248979934904599,"1",1726
"ENSG00000135387","ENSG00000135387","CAPRIN1","cell cycle associated protein 1 ","11","p13",4,0.862092114971926,0.813483861612841,0.488334891470412,"11p13",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1.20060130142526,"2",NA
"ENSG00000135837","ENSG00000135837","CEP350","centrosomal protein 350 ","1","q25.2",4,-0.849781436458352,1.42029368293695,-0.586955859808511,"1q25.2",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.826527452540344,"2",258
"ENSG00000135913","ENSG00000135913","USP37","ubiquitin specific peptidase 37 ","2","q35",4,-0.989472681872305,0.449475869019822,-0.989214929388203,"2q35",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4.40163754083349,"2",567
"ENSG00000136514","ENSG00000136514","RTP4","receptor transporter protein 4 ","3","q27.3",4,0.776587229800774,0.0958435026172337,0.766088357312354,"3q27.3",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,15.9862345676545,"2",795
"ENSG00000136628","ENSG00000136628","EPRS","glutamyl-prolyl-tRNA synthetase ","1","q41",4,1.43084696704791,0.992050013338246,1.7409025085837,"1q41",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3.50970714213403,"2",315
"ENSG00000136960","ENSG00000136960","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2 ","8","q24.12",4,-0.173385805034685,2.84807476337329,0.0688195789639736,"8q24.12",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0483270873707423,"2",1636
"ENSG00000137710","ENSG00000137710","RDX","radixin ","11","q22.3",4,0.85790757425478,0.320614184859871,0.949202793809266,"11q22.3",0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5.92115282874418,"2",2077
"ENSG00000137726","ENSG00000137726","FXYD6","FXYD domain containing ion transport regulator 6 ","11","q23.3",4,0.33499134669551,1.90631838027955,0.802536660624225,"11q23.3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.841975473694524,"5+",2086
"ENSG00000139567","ENSG00000139567","ACVRL1","activin A receptor like type 1 ","12","q13.13",4,0.70434894635636,0.703680754399824,0.434629787501253,"12q13.13",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.23530389252141,"2",2169
"ENSG00000139626","ENSG00000139626","ITGB7","integrin subunit beta 7 ","12","q13.13",4,0.672828148287661,0.536354307498422,0.923481457186544,"12q13.13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.44355007231581,"1",2171
"ENSG00000139644","ENSG00000139644","TMBIM6","transmembrane BAX inhibitor motif containing 6 ","12","q13.12",4,-0.02259502984938,0.851654347495191,0.0438277788939246,"12q13.12",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.10292386582145,"5+",NA
"ENSG00000139679","ENSG00000139679","LPAR6","lysophosphatidic acid receptor 6 ","13","q14.2",4,-1.42064869289092,1.69421755495273,-0.847646937726203,"13q14.2",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,-1.00063529060747,"1",2285
"ENSG00000139910","ENSG00000139910","NOVA1","NOVA alternative splicing regulator 1 ","14","q12",4,0.297440311592358,1.86722043520638,0.0481271915320104,"14q12",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.0515495552903918,"5+",2350
"ENSG00000140105","ENSG00000140105","WARS","tryptophanyl-tRNA synthetase ","14","q32.2",4,0.705077277031548,2.07883779906778,0.680982962426286,"14q32.2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.655157379504704,"3",2421
"ENSG00000140836","ENSG00000140836","ZFHX3","zinc finger homeobox 3 ","16","q22.3",4,-0.854386885090728,1.58402177186419,-0.646335308323162,"16q22.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.816068717998123,"2",2594
"ENSG00000142197","ENSG00000142197","DOP1B","DOP1 leucine zipper like protein B ","21","q22.12",4,0.644412661690728,0.036301168260529,0.641157949597376,"21q22.12",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,35.3243700035142,"0",2945
"ENSG00000142599","ENSG00000142599","RERE","arginine-glutamic acid dipeptide repeats ","1","p36.23",4,0.0317893864741636,0.753039219858066,0.0388208647233541,"1p36.23",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.103104496285522,"3",12
"ENSG00000143183","ENSG00000143183","TMCO1","transmembrane and coiled-coil domains 1 ","1","q24.1",4,0.893577352212608,0.843739368389359,0.505619026032274,"1q24.1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.1985194598599,"5+",232
"ENSG00000143226","ENSG00000143226","FCGR2A","Fc fragment of IgG receptor IIa ","1","q23.3",4,0.884208979983896,1.00951873283915,0.563035086323592,"1q23.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.11545247850949,"1",225
"ENSG00000143401","ENSG00000143401","ANP32E","acidic nuclear phosphoprotein 32 family member E ","1","q21.2",4,0.91383479029329,1.39406906079917,0.496813932668194,"1q21.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.712753688663583,"2",202
"ENSG00000143514","ENSG00000143514","TP53BP2","tumor protein p53 binding protein 2 ","1","q41",4,0.669632758833528,0.0516347608077996,0.669858550146436,"1q41",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25.9460309166476,"2",320
"ENSG00000143995","ENSG00000143995","MEIS1","Meis homeobox 1 ","2","p14",4,-1.2262669906703,1.57342197136354,-0.719220568804404,"2p14",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.914211930294991,"1",425
"ENSG00000144218","ENSG00000144218","AFF3","AF4/FMR2 family member 3 ","2","q11.2",4,-2.84000744520318,3.18927044031535,-2.04685651324249,"2q11.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1.2835891791228,"5+",453
"ENSG00000144355","ENSG00000144355","DLX1","distal-less homeobox 1 ","2","q31.1",4,-2.61662804392906,2.66247299401174,-3.50309627666594,"2q31.1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,-2.63146051399948,"2",519
"ENSG00000144597","ENSG00000144597","EAF1","ELL associated factor 1 ","3","p25.1",4,-0.863063805396362,0.26543223449114,-0.879542771840652,"3p25.1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-6.62724912463494,"2",611
"ENSG00000145632","ENSG00000145632","PLK2","polo like kinase 2 ","5","q11.2",4,-0.850458066878682,2.82614670069456,0.486369043290225,"5q11.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.344192354325198,"2",1050
"ENSG00000145920","ENSG00000145920","CPLX2","complexin 2 ","5","q35.2",4,0.0912752705094977,1.25428210598975,0.0527229361501653,"5q35.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0840687049562297,"2",1173
"ENSG00000147050","ENSG00000147050","KDM6A","lysine demethylase 6A ","X","p11.3",4,-0.0457005434901809,0.825468124567715,-0.0449529090552832,"Xp11.3",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-0.108914948299971,"1",3026
"ENSG00000148218","ENSG00000148218","ALAD","aminolevulinate dehydratase ","9","q32",4,0.835449993263003,1.25634351360762,0.376771951831548,"9q32",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.599791295534514,"3",1779
"ENSG00000148737","ENSG00000148737","TCF7L2","transcription factor 7 like 2 ","10","q25.2",4,-1.48582809356349,0.394372184899398,-1.33733409860936,"10q25.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.78209138380541,"1",1933
"ENSG00000149131","ENSG00000149131","SERPING1","serpin family G member 1 ","11","q12.1",4,0.675428736120008,1.36307310199848,-0.00325646659428358,"11q12.1",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.00477812465011465,"1",2014
"ENSG00000149294","ENSG00000149294","NCAM1","neural cell adhesion molecule 1 ","11","q23.2",4,1.17086713563386,2.68930055988772,0.521671262340859,"11q23.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0.387960550131027,"1",2080
"ENSG00000151276","ENSG00000151276","MAGI1","membrane associated guanylate kinase, WW and PDZ domain containing 1 ","3","p14.1",4,0.999617649477691,0.953741060537052,0.58221305693052,"3p14.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1.22090383023391,"2",NA
"ENSG00000151414","ENSG00000151414","NEK7","NIMA related kinase 7 ","1","q31.3",4,-0.0542678690027136,1.07595181747588,0.105705896555378,"1q31.3",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.19648816022888,"2",285
"ENSG00000152256","ENSG00000152256","PDK1","pyruvate dehydrogenase kinase 1 ","2","q31.1",4,-0.722270639749069,2.54948884261938,0.434234761202921,"2q31.1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.340644566819742,"2",520
"ENSG00000153029","ENSG00000153029","MR1","major histocompatibility complex, class I-related ","1","q25.3",4,1.38991821719399,1.53711033508103,1.16123211750303,"1q25.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5109287745981,"2",261
"ENSG00000154188","ENSG00000154188","ANGPT1","angiopoietin 1 ","8","q23.1",4,-1.29567072014836,1.8925676593649,-0.797067441358561,"8q23.1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.842313285249773,"2",1624
"ENSG00000154229","ENSG00000154229","PRKCA","protein kinase C alpha ","17","q24.2",4,-0.239471693525251,1.35987473152692,-0.381080269296921,"17q24.2",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.560463784585553,"2",2677
"ENSG00000154639","ENSG00000154639","CXADR","CXADR, Ig-like cell adhesion molecule ","21","q21.1",4,1.34179261513867,0.883947660936267,1.42857314157077,"21q21.1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,3.23225730369067,"0",2927
"ENSG00000155158","ENSG00000155158","TTC39B","tetratricopeptide repeat domain 39B ","9","p22.3",4,0.269688347605123,1.26955119233891,0.345290586731807,"9p22.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.543956933466659,"5+",1682
"ENSG00000155506","ENSG00000155506","LARP1","La ribonucleoprotein domain family member 1 ","5","q33.2",4,0.617658236596745,0.90725629278121,0.54083205108171,"5q33.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.19223653863845,"5+",1150
"ENSG00000155897","ENSG00000155897","ADCY8","adenylate cyclase 8 ","8","q24.22",4,-2.35587895851393,0.595882801106187,-2.20318977041657,"8q24.22",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,-7.39470837663582,"1",1648
"ENSG00000156738","ENSG00000156738","MS4A1","membrane spanning 4-domains A1 ","11","q12.2",4,-1.03605237549712,0.730798963977043,-1.25115055549781,"11q12.2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3.42406220361614,"2",2017
"ENSG00000157087","ENSG00000157087","ATP2B2","ATPase plasma membrane Ca2+ transporting 2 ","3","p25.3",4,1.49704960111358,1.51585301423259,1.18228303625478,"3p25.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.55989139468553,"5+",NA
"ENSG00000158710","ENSG00000158710","TAGLN2","transgelin 2 ","1","q23.2",4,-0.156839120229822,1.9101809251402,0.0114823159156147,"1q23.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0120222286428411,"5+",220
"ENSG00000159082","ENSG00000159082","SYNJ1","synaptojanin 1 ","21","q22.11",4,0.6319811396168,0.720513992926357,0.327040824040808,"21q22.11",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0.907798674977947,"0",2940
"ENSG00000159228","ENSG00000159228","CBR1","carbonyl reductase 1 ","21","q22.12",4,0.782857749845226,0.275582402348905,0.858960122887525,"21q22.12",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,6.23378064467286,"0",2944
"ENSG00000159388","ENSG00000159388","BTG2","BTG anti-proliferation factor 2 ","1","q32.1",4,-0.659764846977232,0.111323716081083,-0.708467349763672,"1q32.1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-12.728057860513,"1",293
"ENSG00000160185","ENSG00000160185","UBASH3A","ubiquitin associated and SH3 domain containing A ","21","q22.3",4,0.744577858111501,0.0808245720249754,0.7195481255148,"21q22.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,17.8051824460624,"0",2952
"ENSG00000160193","ENSG00000160193","WDR4","WD repeat domain 4 ","21","q22.3",4,0.615944321908357,1.46905277850622,-0.0862450719494703,"21q22.3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.117415893031654,"0",2954
"ENSG00000160199","ENSG00000160199","PKNOX1","PBX/knotted 1 homeobox 1 ","21","q22.3",4,0.671363078225475,0.96502040612503,0.234400008867116,"21q22.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.485792854491715,"0",2954
"ENSG00000160218","ENSG00000160218","TRAPPC10","trafficking protein particle complex 10 ","21","q22.3",4,0.835092426434489,0.155711246698929,0.842721740982525,"21q22.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10.8241602176874,"0",2955
"ENSG00000161133","ENSG00000161133","USP41","ubiquitin specific peptidase 41 ","22","q11.21",4,0.784668124215916,0.0859788135346278,0.784668124215916,"22q11.21",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,18.2525925157107,"1",2962
"ENSG00000161203","ENSG00000161203","AP2M1","adaptor related protein complex 2 subunit mu 1 ","3","q27.1",4,-0.031824115878504,0.852014832243271,0.0343175498991568,"3q27.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0805562264891612,"1",788
"ENSG00000161544","ENSG00000161544","CYGB","cytoglobin ","17","q25.1",4,0.913324029886597,1.65681317250029,0.564100724484472,"17q25.1",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.680946691935323,"5+",NA
"ENSG00000161638","ENSG00000161638","ITGA5","integrin subunit alpha 5 ","12","q13.13",4,-0.079362895417836,1.30820746726557,-0.284511143591626,"12q13.13",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.434963338324792,"1",2172
"ENSG00000162407","ENSG00000162407","PLPP3","phospholipid phosphatase 3 ","1","p32.2",4,0.707294541221746,0.170092628623705,0.776244669990855,"1p32.2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9.12731699511958,"1",104
"ENSG00000162729","ENSG00000162729","IGSF8","immunoglobulin superfamily member 8 ","1","q23.2",4,-0.837744800749094,0.264410852972875,-0.838672163855133,"1q23.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.34370453728061,"2",221
"ENSG00000162909","ENSG00000162909","CAPN2","calpain 2 ","1","q41",4,-0.0822601870309452,1.52740923294239,-0.423884512840197,"1q41",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.555037253537649,"1",320
"ENSG00000163110","ENSG00000163110","PDLIM5","PDZ and LIM domain 5 ","4","q22.3",4,1.85595601024478,0.922547318700671,1.81905443588184,"4q22.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.94354717423888,"2",900
"ENSG00000163220","ENSG00000163220","S100A9","S100 calcium binding protein A9 ","1","q21.3",4,0.84427061565447,0.0938440381762594,0.843568507915004,"1q21.3",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,17.978094811534,"2",208
"ENSG00000163406","ENSG00000163406","SLC15A2","solute carrier family 15 member 2 ","3","q13.33",4,0.90104849333156,0.873120328056978,0.595857106119162,"3q13.33",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1.36489115410969,"5+",722
"ENSG00000163508","ENSG00000163508","EOMES","eomesodermin ","3","p24.1",4,-2.6882554270786,3.3770960989311,-2.42256006700823,"3p24.1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1.43470010686104,"2",626
"ENSG00000163686","ENSG00000163686","ABHD6","abhydrolase domain containing 6 ","3","p14.3",4,-1.06126742984037,1.24576691438812,-0.736795520950472,"3p14.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.18287861467627,"5+",NA
"ENSG00000163751","ENSG00000163751","CPA3","carboxypeptidase A3 ","3","q24",4,0.165366079782994,2.88973925635126,0.685005257911772,"3q24",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.474094855725285,"2",752
"ENSG00000163947","ENSG00000163947","ARHGEF3","Rho guanine nucleotide exchange factor 3 ","3","p14.3",4,-1.038132823254,1.44057292103455,-0.672460499446114,"3p14.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.933601471507857,"2",663
"ENSG00000164056","ENSG00000164056","SPRY1","sprouty RTK signaling antagonist 1 ","4","q28.1",4,1.46940981104587,0.591836949999669,1.66660719457733,"4q28.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.63198088452661,"2",929
